ATF1_(+),ATF3_(+),ATF4_(+),ATF5_(+),BACH1_(+),BCL11B_(+),BCLAF1_(+),BPTF_(+),CEBPB_(+),CEBPD_(+),CHD1_(+),CLOCK_(+),CREB1_(+),CREB3_(+),CREB3L2_(+),CREM_(+),DBP_(+),E2F3_(+),E2F4_(+),E2F6_(+),EGR1_(+),ELF1_(+),ELF2_(+),ELF4_(+),ELK1_(+),ELK3_(+),ELK4_(+),EOMES_(+),EP300_(+),ESRRA_(+),ETS1_(+),ETV3_(+),ETV6_(+),FLI1_(+),FOS_(+),FOSB_(+),FOSL2_(+),FOXJ2_(+),FOXO1_(+),GABPA_(+),GABPB1_(+),GATA3_(+),GATAD1_(+),HDAC2_(+),HMGA1_(+),HOXA10_(+),HTATIP2_(+),IKZF1_(+),IKZF2_(+),IKZF3_(+),ILF2_(+),IRF1_(+),IRF4_(+),IRF7_(+),IRF8_(+),IRF9_(+),JUN_(+),JUNB_(+),JUND_(+),KLF10_(+),KLF12_(+),KLF3_(+),KLF9_(+),KMT2B_(+),MAFF_(+),MAFG_(+),MAFK_(+),MAX_(+),MAZ_(+),MBD2_(+),MECP2_(+),MLX_(+),MYC_(+),MZF1_(+),NFATC2_(+),NFIL3_(+),NFKB1_(+),NFKB2_(+),NFYC_(+),NR2C2_(+),NR3C1_(+),PHF1_(+),PHF20_(+),POU2F1_(+),PURA_(+),RARA_(+),REL_(+),RELB_(+),RFX5_(+),RFXANK_(+),RXRA_(+),RXRB_(+),SATB1_(+),SMARCC2_(+),SP1_(+),SP3_(+),SREBF2_(+),STAT1_(+),TBP_(+),TBX21_(+),TCF12_(+),TCF3_(+),TFDP1_(+),TFDP2_(+),TFEB_(+),THAP1_(+),THAP11_(+),USF2_(+),XBP1_(+),YBX1_(+),YY1_(+),ZBTB11_(+),ZBTB14_(+),ZBTB21_(+),ZBTB25_(+),ZBTB33_(+),ZBTB37_(+),ZBTB7A_(+),ZEB1_(+),ZFX_(+),ZFY_(+),ZNF100_(+),ZNF25_(+),ZNF267_(+),ZNF407_(+),ZNF431_(+),ZNF518A_(+),ZNF580_(+),ZNF611_(+),ZNF740_(+),ZNF770_(+)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUSC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,POR,,,,,,,,,,,,,,,,,,,,,,PPP4R2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TWF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,POU2F1,,,,,,,,,,,,,,,,,,,,,,PPP4R3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPA2,,,,,,,,,,,,,,,,,,,,,,PPP4R3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBAP2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPCDC,,,,,,,,,,,,,,,,,,,,,,PPP6R1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPCS,,,,,,,,,,,,,,,,,,,,,,PPP6R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPHLN1,,,,,,,,,,,,,,,,,,,,,,PPTC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2F,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPIB,,,,,,,,,,,,,,,,,,,,,,PRDM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2Q2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPIE,,,,,,,,,,,,,,,,,,,,,,PRDM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPIF,,,,,,,,,,,,,,,,,,,,,,PRDX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBIAD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPIG,,,,,,,,,,,,,,,,,,,,,,PRDX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBQLN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPIH,,,,,,,,,,,,,,,,,,,,,,PRDX6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBQLN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPIL2,,,,,,,,,,,,,,,,,,,,,,PRELID1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPIL4,,,,,,,,,,,,,,,,,,,,,,PRELID3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBR5,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPM1G,,,,,,,,,,,,,,,,,,,,,,PREX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBTF,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPM1K,,,,,,,,,,,,,,,,,,,,,,PRKAA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBXN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1CB,,,,,,,,,,,,,,,,,,,,,,PRKACB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBXN4,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1CC,,,,,,,,,,,,,,,,,,,,,,PRKAR1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBXN7,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1R10,,,,,,,,,,,,,,,,,,,,,,PRKCQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UGP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1R11,,,,,,,,,,,,,,,,,,,,,,PRKCQ-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHMK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1R15B,,,,,,,,,,,,,,,,,,,,,,PRKCSH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHRF1BP1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1R16B,,,,,,,,,,,,,,,,,,,,,,PRKD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UIMC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1R2,,,,,,,,,,,,,,,,,,,,,,PRKRIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UPF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP1R35,,,,,,,,,,,,,,,,,,,,,,PRKX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP2CA,,,,,,,,,,,,,,,,,,,,,,PRKY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP2R2A,,,,,,,,,,,,,,,,,,,,,,PRMT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP2R5A,,,,,,,,,,,,,,,,,,,,,,PRNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP15,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP3CB,,,,,,,,,,,,,,,,,,,,,,PRPF38B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP22,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP3CC,,,,,,,,,,,,,,,,,,,,,,PRPF39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP25,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP4R2,,,,,,,,,,,,,,,,,,,,,,PRPF4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP28,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP4R3A,,,,,,,,,,,,,,,,,,,,,,PRPF8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PPP6R3,,,,,,,,,,,,,,,,,,,,,,PRR14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP34,,,,,,,,,,,,,,,,,,,,,,,,,,,,PQBP1,,,,,,,,,,,,,,,,,,,,,,PRR5L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP47,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRDM2,,,,,,,,,,,,,,,,,,,,,,PRRC2C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP48,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRDX3,,,,,,,,,,,,,,,,,,,,,,PSIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRDX6,,,,,,,,,,,,,,,,,,,,,,PSMA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRELID3B,,,,,,,,,,,,,,,,,,,,,,PSMA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTRN,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREX1,,,,,,,,,,,,,,,,,,,,,,PSMA5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UVSSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRKAR1A,,,,,,,,,,,,,,,,,,,,,,PSMA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAMP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRKCH,,,,,,,,,,,,,,,,,,,,,,PSMB3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRKCQ-AS1,,,,,,,,,,,,,,,,,,,,,,PSMB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCPKMT,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRKDC,,,,,,,,,,,,,,,,,,,,,,PSMB8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VDAC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRKRA,,,,,,,,,,,,,,,,,,,,,,PSMC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VGLL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRKRIP1,,,,,,,,,,,,,,,,,,,,,,PSMC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRKX,,,,,,,,,,,,,,,,,,,,,,PSMC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIM,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRMT1,,,,,,,,,,,,,,,,,,,,,,PSMD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS13B,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRNP,,,,,,,,,,,,,,,,,,,,,,PSMD11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS13C,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRPF38B,,,,,,,,,,,,,,,,,,,,,,PSMD12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS18,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRPF40A,,,,,,,,,,,,,,,,,,,,,,PSMD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS26A,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRPF4B,,,,,,,,,,,,,,,,,,,,,,PSMD7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS28,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRPF8,,,,,,,,,,,,,,,,,,,,,,PSMD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS36,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRPSAP2,,,,,,,,,,,,,,,,,,,,,,PSME1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS41,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRR14L,,,,,,,,,,,,,,,,,,,,,,PSME4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS54,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRR5L,,,,,,,,,,,,,,,,,,,,,,PSMF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRR7,,,,,,,,,,,,,,,,,,,,,,PSMG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRRC1,,,,,,,,,,,,,,,,,,,,,,PSPC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WASF2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRRC2C,,,,,,,,,,,,,,,,,,,,,,PTBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDFY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSKH1,,,,,,,,,,,,,,,,,,,,,,PTBP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR20,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMA1,,,,,,,,,,,,,,,,,,,,,,PTGER4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR33,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMA3,,,,,,,,,,,,,,,,,,,,,,PTGES3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR45,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMA3-AS1,,,,,,,,,,,,,,,,,,,,,,PTP4A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR48,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMA4,,,,,,,,,,,,,,,,,,,,,,PTPN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR73,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMA6,,,,,,,,,,,,,,,,,,,,,,PTPN11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIPF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMA7,,,,,,,,,,,,,,,,,,,,,,PTPN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WNK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMB1,,,,,,,,,,,,,,,,,,,,,,PTPN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WTAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMB2,,,,,,,,,,,,,,,,,,,,,,PTPN22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WWP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMB4,,,,,,,,,,,,,,,,,,,,,,PTPRA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMB7,,,,,,,,,,,,,,,,,,,,,,PTPRC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XCL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMC5,,,,,,,,,,,,,,,,,,,,,,PTPRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XPNPEP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMC6,,,,,,,,,,,,,,,,,,,,,,PTPRJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XPO1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD1,,,,,,,,,,,,,,,,,,,,,,PTTG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XPO6,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD11,,,,,,,,,,,,,,,,,,,,,,PUM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XRN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD12,,,,,,,,,,,,,,,,,,,,,,PUM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD14,,,,,,,,,,,,,,,,,,,,,,PUM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YEATS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD6,,,,,,,,,,,,,,,,,,,,,,PURA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YIPF4,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD7,,,,,,,,,,,,,,,,,,,,,,PURB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YME1L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMD8,,,,,,,,,,,,,,,,,,,,,,PVT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YPEL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSME4,,,,,,,,,,,,,,,,,,,,,,PXK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YPEL3,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMF1,,,,,,,,,,,,,,,,,,,,,,PYCR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YPEL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMG2,,,,,,,,,,,,,,,,,,,,,,PYROXD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YTHDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSMG3,,,,,,,,,,,,,,,,,,,,,,PYURF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YWHAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSTPIP2,,,,,,,,,,,,,,,,,,,,,,QKI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YWHAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTAR1,,,,,,,,,,,,,,,,,,,,,,QRICH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTBP1,,,,,,,,,,,,,,,,,,,,,,R3HCC1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZBED4,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTGER4,,,,,,,,,,,,,,,,,,,,,,R3HDM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZBTB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTMA,,,,,,,,,,,,,,,,,,,,,,R3HDM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZBTB40,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTOV1,,,,,,,,,,,,,,,,,,,,,,RAB10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZBTB43,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTP4A2,,,,,,,,,,,,,,,,,,,,,,RAB11A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZBTB44,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTPN2,,,,,,,,,,,,,,,,,,,,,,RAB14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
