ARNTL_(+),ASCL2_(+),ATF1_(+),ATF2_(+),ATF4_(+),ATF6_(+),BATF_(+),BCL11B_(+),BCLAF1_(+),BDP1_(+),BHLHE40_(+),BPTF_(+),CEBPB_(+),CEBPD_(+),CEBPG_(+),CHD1_(+),CHURC1_(+),CREB1_(+),CREB3_(+),CREM_(+),CTCF_(+),CUX1_(+),CXXC1_(+),DDIT3_(+),DRAP1_(+),EGR1_(+),ELF1_(+),ELF2_(+),ELK4_(+),EOMES_(+),EP300_(+),ETS1_(+),ETV3_(+),FLI1_(+),FOS_(+),FOSB_(+),FOSL2_(+),FOXJ3_(+),FOXN2_(+),GATA3_(+),GATAD1_(+),HIF1A_(+),HMBOX1_(+),HMGA1_(+),HOXB2_(+),HSF1_(+),IKZF1_(+),IKZF2_(+),IKZF3_(+),ILF2_(+),ING4_(+),IRF1_(+),IRF2_(+),IRF3_(+),IRF7_(+),IRF8_(+),IRF9_(+),JUN_(+),JUNB_(+),JUND_(+),KLF11_(+),KLF13_(+),KLF2_(+),KLF3_(+),KLF6_(+),KLF9_(+),MAF_(+),MAFF_(+),MAX_(+),MAZ_(+),MECP2_(+),METTL14_(+),MTF2_(+),MXD4_(+),NFAT5_(+),NFATC2_(+),NFATC3_(+),NFE2L2_(+),NFKB1_(+),NFKB2_(+),NFYB_(+),NFYC_(+),NR1H2_(+),NR3C1_(+),NR4A1_(+),PHF20_(+),POU2F2_(+),PRDM1_(+),PURA_(+),RAD21_(+),REL_(+),RELB_(+),RFXANK_(+),RUNX1_(+),RUNX3_(+),RXRB_(+),SATB1_(+),SIRT6_(+),SMAD2_(+),SMAD3_(+),SOX4_(+),SP3_(+),SREBF2_(+),STAT1_(+),STAT6_(+),TAF1_(+),TAF6_(+),TBX21_(+),TFDP1_(+),THAP11_(+),THRA_(+),TP53_(+),UBP1_(+),USF2_(+),XBP1_(+),YBX1_(+),YY1_(+),ZBED1_(+),ZBTB11_(+),ZBTB2_(+),ZBTB24_(+),ZBTB25_(+),ZBTB43_(+),ZBTB7A_(+),ZFX_(+),ZKSCAN1_(+),ZNF148_(+),ZNF160_(+),ZNF22_(+),ZNF493_(+),ZNF518A_(+),ZNF580_(+),ZNF791_(+)
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBXN1,,,,,,,,,,,,,,,,,,,,,,,,,,TRAF5,RORA,,,,TP53TG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIMM13,,,,,,,,TMBIM6,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCHL5,,,,,,,,,,,,,,,,,,,,,,,,,,TRAPPC2B,RPL10,,,,TPM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIMM17B,,,,,,,,TMC8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UCP2,,,,,,,,,,,,,,,,,,,,,,,,,,TRIM14,RPL10A,,,,TPT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIMM8B,,,,,,,,TMED4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UFL1,,,,,,,,,,,,,,,,,,,,,,,,,,TRIM39,RPL11,,,,TRAF5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TIPRL,,,,,,,,TMEM147,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UFM1,,,,,,,,,,,,,,,,,,,,,,,,,,TRMT10B,RPL12,,,,TRIB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TKT,,,,,,,,TMEM173,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UHRF2,,,,,,,,,,,,,,,,,,,,,,,,,,TRMT112,RPL13,,,,TRIM33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMA7,,,,,,,,TMEM18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UQCRC1,,,,,,,,,,,,,,,,,,,,,,,,,,TSC22D3,RPL13A,,,,TRIM44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMED3,,,,,,,,TMEM183A,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UROS,,,,,,,,,,,,,,,,,,,,,,,,,,TSNAX,RPL14,,,,TRMT112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM109,,,,,,,,TMEM192,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USF2,,,,,,,,,,,,,,,,,,,,,,,,,,TSPAN17,RPL15,,,,TRPC4AP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM123,,,,,,,,TMEM243,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USF3,,,,,,,,,,,,,,,,,,,,,,,,,,TSPAN3,RPL17,,,,TSC22D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM126A,,,,,,,,TMEM59,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP24,,,,,,,,,,,,,,,,,,,,,,,,,,TSPO,RPL18,,,,TSNAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM18,,,,,,,,TNFAIP8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP48,,,,,,,,,,,,,,,,,,,,,,,,,,TSPYL2,RPL18A,,,,TSR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM183A,,,,,,,,TNIK,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP9X,,,,,,,,,,,,,,,,,,,,,,,,,,TSSC4,RPL19,,,,TSSC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM19,,,,,,,,TOM1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTRN,,,,,,,,,,,,,,,,,,,,,,,,,,TTC1,RPL21,,,,TTC17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM208,,,,,,,,TOMM20,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAMP1,,,,,,,,,,,,,,,,,,,,,,,,,,TUBA1A,RPL22L1,,,,TTC19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM218,,,,,,,,TOP2B,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAMP2,,,,,,,,,,,,,,,,,,,,,,,,,,TUBA1B,RPL23,,,,TUG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM230,,,,,,,,TPM4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VCL,,,,,,,,,,,,,,,,,,,,,,,,,,TUBB,RPL24,,,,TXNDC11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM248,,,,,,,,TPP2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS13C,,,,,,,,,,,,,,,,,,,,,,,,,,TXN2,RPL26,,,,TXNDC15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMEM9B,,,,,,,,TPR,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS16,,,,,,,,,,,,,,,,,,,,,,,,,,TYROBP,RPL26L1,,,,TXNDC17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMF1,,,,,,,,TRAF5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS28,,,,,,,,,,,,,,,,,,,,,,,,,,UBAP1,RPL27,,,,TXNL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMSB10,,,,,,,,TRAPPC10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS36,,,,,,,,,,,,,,,,,,,,,,,,,,UBB,RPL27A,,,,UBAC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TMSB4X,,,,,,,,TRIB2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VPS37B,,,,,,,,,,,,,,,,,,,,,,,,,,UBC,RPL28,,,,UBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOMM22,,,,,,,,TRIM33,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VRK3,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2G2,RPL29,,,,UBE2D2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOP2B,,,,,,,,TRIM44,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VTI1A,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2N,RPL3,,,,UBE2D3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOPORS,,,,,,,,TRIM8,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2V1,RPL31,,,,UBE2E3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TP53I13,,,,,,,,TRIP11,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WBP1,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2V2,RPL32,,,,UBE2F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPI1,,,,,,,,TRNAU1AP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR1,,,,,,,,,,,,,,,,,,,,,,,,,,UBE3A,RPL34,,,,UBE2G1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPM3,,,,,,,,TSC22D4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR11,,,,,,,,,,,,,,,,,,,,,,,,,,UBL7,RPL35A,,,,UBE2H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPR,,,,,,,,TSG101,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR13,,,,,,,,,,,,,,,,,,,,,,,,,,UBLCP1,RPL36,,,,UBE2K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TPT1,,,,,,,,TSN,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR45,,,,,,,,,,,,,,,,,,,,,,,,,,UBN1,RPL36A,,,,UBE2M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRA2A,,,,,,,,TSPAN14,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR70,,,,,,,,,,,,,,,,,,,,,,,,,,UBR2,RPL37,,,,UBE2N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAPPC1,,,,,,,,TSPAN3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDR83,,,,,,,,,,,,,,,,,,,,,,,,,,UBXN2A,RPL38,,,,UBE2W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAPPC4,,,,,,,,TSPAN32,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XIST,,,,,,,,,,,,,,,,,,,,,,,,,,UFL1,RPL39,,,,UBLCP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAPPC5,,,,,,,,TSPO,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XPA,,,,,,,,,,,,,,,,,,,,,,,,,,UHMK1,RPL4,,,,UBQLN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRAPPC6A,,,,,,,,TSPYL2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XRCC6,,,,,,,,,,,,,,,,,,,,,,,,,,URM1,RPL41,,,,UBXN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRMT112,,,,,,,,TSR2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YIPF3,,,,,,,,,,,,,,,,,,,,,,,,,,USO1,RPL5,,,,UFC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRMT61B,,,,,,,,TSTD1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YPEL1,,,,,,,,,,,,,,,,,,,,,,,,,,USP1,RPL6,,,,UFL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSG101,,,,,,,,TTC32,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YWHAH,,,,,,,,,,,,,,,,,,,,,,,,,,USP3,RPL7,,,,UPF3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSN,,,,,,,,TTC37,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YWHAQ,,,,,,,,,,,,,,,,,,,,,,,,,,UXT,RPL7A,,,,UPP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSPO,,,,,,,,TUBA1A,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YY1,,,,,,,,,,,,,,,,,,,,,,,,,,VAV1,RPL8,,,,UQCRFS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TSTD1,,,,,,,,TWF2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZBTB10,,,,,,,,,,,,,,,,,,,,,,,,,,VHL,RPL9,,,,URI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTC19,,,,,,,,TXNIP,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZBTB7A,,,,,,,,,,,,,,,,,,,,,,,,,,VMA21,RPLP0,,,,USF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TTF1,,,,,,,,TXNL1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZC3H18,,,,,,,,,,,,,,,,,,,,,,,,,,VMP1,RPLP1,,,,USP16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBA1A,,,,,,,,TXNRD1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZC3H8,,,,,,,,,,,,,,,,,,,,,,,,,,VOPP1,RPLP2,,,,USP22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUBA1C,,,,,,,,U2AF1L4,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZCCHC10,,,,,,,,,,,,,,,,,,,,,,,,,,VRK1,RPN1,,,,USP28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUFM,,,,,,,,UBA1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZCCHC7,,,,,,,,,,,,,,,,,,,,,,,,,,WBP4,RPRD1A,,,,USP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUG1,,,,,,,,UBALD2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZDHHC6,,,,,,,,,,,,,,,,,,,,,,,,,,WDFY2,RPS10,,,,USP9X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TXN,,,,,,,,UBC,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZFAND3,,,,,,,,,,,,,,,,,,,,,,,,,,WDR13,RPS11,,,,UXS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TXN2,,,,,,,,UBE2D2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZFYVE16,,,,,,,,,,,,,,,,,,,,,,,,,,WDR18,RPS12,,,,VASP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TXNL4A,,,,,,,,UBE2E1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZKSCAN1,,,,,,,,,,,,,,,,,,,,,,,,,,WDR20,RPS14,,,,VAV3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U2AF2,,,,,,,,UBE2E3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZMAT2,,,,,,,,,,,,,,,,,,,,,,,,,,WDR26,RPS15,,,,VGLL4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBA52,,,,,,,,UBE2F,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZMAT5,,,,,,,,,,,,,,,,,,,,,,,,,,WDR37,RPS15A,,,,VPS36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBAC2,,,,,,,,UBE2H,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF160,,,,,,,,,,,,,,,,,,,,,,,,,,WDR48,RPS16,,,,VPS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBB,,,,,,,,UBE2M,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF274,,,,,,,,,,,,,,,,,,,,,,,,,,WDR74,RPS17,,,,VRK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2D3,,,,,,,,UBE2Q1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF277,,,,,,,,,,,,,,,,,,,,,,,,,,WDR83OS,RPS18,,,,WAPL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2E3,,,,,,,,UBE2R2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF302,,,,,,,,,,,,,,,,,,,,,,,,,,WTAP,RPS19,,,,WBP1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2L3,,,,,,,,UBE3A,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF326,,,,,,,,,,,,,,,,,,,,,,,,,,XBP1,RPS2,,,,WBP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2M,,,,,,,,UBLCP1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF33A,,,,,,,,,,,,,,,,,,,,,,,,,,XCL1,RPS20,,,,WDR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2N,,,,,,,,UBR2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF518A,,,,,,,,,,,,,,,,,,,,,,,,,,XCL2,RPS21,,,,WDR20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE3A,,,,,,,,UBR5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF524,,,,,,,,,,,,,,,,,,,,,,,,,,YIPF2,RPS24,,,,WDR48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBL5,,,,,,,,UBTF,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF622,,,,,,,,,,,,,,,,,,,,,,,,,,YME1L1,RPS25,,,,WDR82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBXN1,,,,,,,,UNC119,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF721,,,,,,,,,,,,,,,,,,,,,,,,,,YPEL5,RPS26,,,,WDR83OS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBXN4,,,,,,,,UNC45A,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF800,,,,,,,,,,,,,,,,,,,,,,,,,,YTHDC1,RPS27,,,,WDSUB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UFC1,,,,,,,,UQCR10,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF83,,,,,,,,,,,,,,,,,,,,,,,,,,YY1,RPS27A,,,,WDTC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UFM1,,,,,,,,URI1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNHIT3,,,,,,,,,,,,,,,,,,,,,,,,,,ZBTB20,RPS29,,,,WHAMM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UGP2,,,,,,,,USF3,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZRSR2,,,,,,,,,,,,,,,,,,,,,,,,,,ZC3H15,RPS3,,,,WIPF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UQCR11,,,,,,,,USP15,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZFAND5,RPS3A,,,,WNK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UQCRH,,,,,,,,USP7,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZFAS1,RPS4X,,,,WTAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UQCRQ,,,,,,,,UTP18,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZFP36,RPS5,,,,WWP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,URM1,,,,,,,,VAMP2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZFP36L1,RPS6,,,,XIST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UROS,,,,,,,,VAMP5,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZMAT3,RPS7,,,,XRCC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP16,,,,,,,,VAPA,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZMPSTE24,RPS9,,,,XRN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP3,,,,,,,,VBP1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF106,RPSA,,,,XRN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP39,,,,,,,,VDAC1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF263,RRAGA,,,,YARS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,USP7,,,,,,,,VDAC2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF350,RRN3,,,,YBX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTP11,,,,,,,,VEZF1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF37A,RSAD1,,,,YME1L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UTP23,,,,,,,,VOPP1,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF394,RSL24D1,,,,YPEL5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UXT,,,,,,,,VPS13C,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF493,RSRP1,,,,YRDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAMP8,,,,,,,,VPS28,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF580,RUNX3,,,,YWHAB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VAPA,,,,,,,,VPS35,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF585A,S100A8,,,,YWHAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VASP,,,,,,,,VPS72,,,,,,,,,
